scenario_id,device_id,timestamp,source,type,vehicle_type,trip_id,sequence,start_station_id,start_station_name,end_station_id,end_station_name,dock_status,charging,lat,lon,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_accuracy_m,range_front_m,range_left_m,ultrasonic_valid,battery,event_label
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:00Z,simulated,telemetry,bicycle,bike_normal_commute_037,0,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517200,-8.4229000,0.00,0.378,-3.389,9.662,-0.0164,-0.0270,-0.0370,2.83,2.89,1.88,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:01Z,simulated,telemetry,bicycle,bike_normal_commute_037,1,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517111,-8.4229737,11.16,-0.209,3.042,9.670,0.0073,-0.0153,-0.0202,2.43,4.25,2.39,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:02Z,simulated,telemetry,bicycle,bike_normal_commute_037,2,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517064,-8.4230130,11.93,0.338,0.285,10.231,-0.0353,-0.0431,-0.0159,4.95,3.89,2.13,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:03Z,simulated,telemetry,bicycle,bike_normal_commute_037,3,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517012,-8.4230562,13.09,-0.250,0.449,9.691,-0.0050,-0.0289,-0.0141,2.21,2.36,1.41,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:04Z,simulated,telemetry,bicycle,bike_normal_commute_037,4,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516956,-8.4231024,14.03,-0.252,0.443,10.029,-0.0392,-0.0040,0.0183,3.91,8.32,1.81,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:05Z,simulated,telemetry,bicycle,bike_normal_commute_037,5,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516906,-8.4231447,12.82,0.410,-0.514,10.083,0.0041,0.0403,-0.0951,2.78,8.96,2.67,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:06Z,simulated,telemetry,bicycle,bike_normal_commute_037,6,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516856,-8.4231855,12.38,-0.596,-0.125,9.535,-0.0040,0.0182,0.1227,5.49,2.54,1.46,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:07Z,simulated,telemetry,bicycle,bike_normal_commute_037,7,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516795,-8.4232207,11.10,0.500,-0.305,9.463,0.0103,-0.0151,-0.0187,3.65,8.39,1.62,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:08Z,simulated,telemetry,bicycle,bike_normal_commute_037,8,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516775,-8.4232701,14.84,0.080,1.056,10.147,-0.0267,-0.0188,-0.0332,2.38,3.81,2.13,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:09Z,simulated,telemetry,bicycle,bike_normal_commute_037,9,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516757,-8.4233163,13.84,-0.416,-0.341,10.125,0.0541,-0.0814,0.0806,5.29,6.70,1.04,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:10Z,simulated,telemetry,bicycle,bike_normal_commute_037,10,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516740,-8.4233583,12.60,0.699,-0.007,9.685,0.0226,-0.0039,-0.0234,2.22,3.21,0.87,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:11Z,simulated,telemetry,bicycle,bike_normal_commute_037,11,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516724,-8.4233994,12.34,0.621,-0.344,9.923,0.0035,0.0072,0.0071,3.43,5.10,0.92,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:12Z,simulated,telemetry,bicycle,bike_normal_commute_037,12,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516710,-8.4234362,11.04,-0.445,-0.490,9.983,0.0266,-0.0033,0.0864,3.05,6.73,2.64,true,97.2,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:13Z,simulated,telemetry,bicycle,bike_normal_commute_037,13,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516692,-8.4234831,14.08,-0.001,0.827,9.447,-0.0260,0.0145,0.0637,4.62,6.16,2.75,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:14Z,simulated,telemetry,bicycle,bike_normal_commute_037,14,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516670,-8.4235387,16.67,0.676,0.825,9.826,0.0461,-0.0098,-0.0100,2.40,7.56,2.70,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:15Z,simulated,telemetry,bicycle,bike_normal_commute_037,15,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516649,-8.4235839,13.59,-0.111,-0.771,9.707,-0.0222,0.0396,0.0411,2.82,8.28,2.18,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:16Z,simulated,telemetry,bicycle,bike_normal_commute_037,16,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516630,-8.4236255,12.48,0.574,-0.195,9.837,-0.0518,-0.0165,-0.0786,2.56,7.41,2.32,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:17Z,simulated,telemetry,bicycle,bike_normal_commute_037,17,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516731,-8.4236433,7.43,-0.030,-1.495,9.689,0.0011,-0.0125,-0.0465,5.03,6.90,2.18,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:18Z,simulated,telemetry,bicycle,bike_normal_commute_037,18,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5516996,-8.4236695,13.21,0.581,1.517,10.040,0.0339,0.0314,-0.0055,5.65,9.33,2.10,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:19Z,simulated,telemetry,bicycle,bike_normal_commute_037,19,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517269,-8.4236970,13.70,0.239,0.295,10.203,-0.0165,-0.0098,-0.0201,2.42,9.43,1.50,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:20Z,simulated,telemetry,bicycle,bike_normal_commute_037,20,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517363,-8.4237406,13.92,0.119,0.261,9.902,0.0338,-0.0476,0.0099,5.76,7.29,2.64,true,97.1,
bike_normal_commute_037,bike_braga_037,2026-05-06T03:12:21Z,simulated,telemetry,bicycle,bike_normal_commute_037,21,bike_arcada,Arcada / Avenida Central,bike_se,Se de Braga,in_transit,false,41.5517267,-8.4237804,12.81,0.119,-0.410,9.546,-0.0292,-0.0146,-0.0562,2.07,8.90,1.94,true,97.1,
